Application mode,Application order,Course,Previous qualification,Previous qualification (grade),Admission grade,Target_status
1,5,9147,1,132.0,127.8,1
43,1,9147,1,130.0,130.8,3
17,2,9147,1,133.1,109.0,3
1,5,9773,1,131.0,132.4,1
1,3,9500,1,149.0,129.3,2
1,1,9070,1,124.0,125.4,2
1,1,9119,1,126.0,130.2,3
1,1,9238,1,140.0,132.0,1
44,1,9003,39,170.0,170.0,2
1,2,9773,1,133.0,130.2,3
18,2,9556,1,126.0,115.5,2
16,2,9147,1,129.0,127.6,1
7,1,9773,43,140.0,140.0,2
1,1,9070,1,130.0,120.2,2
39,1,9500,1,130.0,150.0,2
1,2,9500,1,99.0,100.0,2
43,1,9119,1,146.0,100.0,3
17,1,171,1,129.0,128.0,1
1,2,9500,1,132.0,128.0,2
43,3,9254,1,110.0,107.2,1
1,1,9670,1,116.0,110.1,2
43,1,9003,1,119.0,119.0,1
39,1,9773,1,120.0,155.5,1
1,1,9070,1,117.0,118.4,2
1,4,171,1,137.0,141.2,2
1,1,171,1,124.0,119.1,1
43,1,9147,1,151.0,111.0,1
43,1,9254,6,138.6,138.6,1
17,2,9254,1,118.0,121.2,3
1,1,171,1,136.0,150.4,2
1,1,9254,1,123.0,117.8,3
39,1,9254,19,133.1,102.5,1
39,1,9130,1,130.0,110.0,3
39,1,9085,12,133.1,138.3,3
39,1,9254,1,150.0,122.3,2
39,1,9991,1,130.0,127.8,3
43,1,9119,1,128.0,100.0,3
17,4,9500,1,133.0,126.4,2
39,1,9254,19,133.1,100.0,1
17,4,9238,1,129.0,117.1,2
17,1,9500,1,128.0,124.7,3
43,2,9500,1,136.0,124.1,3
44,1,9119,1,130.0,129.4,1
1,1,9130,1,141.0,138.9,2
44,1,9238,39,140.0,138.6,1
16,1,171,1,122.0,133.9,1
7,1,9085,40,140.0,140.0,1
39,1,9119,12,133.1,95.1,1
39,1,9991,1,120.0,128.2,1
39,1,9254,1,133.1,121.5,1
7,1,33,40,120.0,120.0,1
44,1,9003,39,130.0,130.0,3
7,1,9070,3,120.0,120.0,1
39,1,8014,19,133.1,107.0,2
1,2,9670,1,122.0,116.1,3
43,1,9147,1,123.0,114.4,1
1,1,9254,1,178.0,157.7,1
39,1,9003,1,130.0,150.0,1
1,1,9853,1,110.0,114.3,3
18,1,9085,1,106.0,104.6,3
7,1,9003,3,140.0,140.0,1
1,4,9147,1,108.0,109.1,1
43,1,9500,1,120.0,120.6,1
39,1,9991,1,100.0,161.9,1
7,1,9991,3,140.0,140.0,1
17,2,9070,1,133.1,178.0,2
39,1,9991,19,133.1,138.3,1
1,4,8014,1,140.0,128.0,1
39,1,171,19,100.0,139.0,1
1,2,9991,1,123.0,113.2,1
39,1,8014,19,133.1,139.0,2
51,1,9773,1,135.0,110.0,2
1,1,9070,1,132.0,136.6,3
43,1,8014,1,120.0,161.1,1
43,1,9003,1,130.0,130.0,2
44,1,9003,39,140.0,140.0,3
1,1,9254,1,133.1,121.0,1
43,1,9238,39,120.0,118.6,2
1,1,9070,1,140.0,138.3,3
42,1,9147,1,133.1,115.8,1
39,1,9991,1,120.0,160.0,2
17,1,9254,1,125.0,114.5,2
42,1,9119,1,136.0,117.5,3
39,1,9991,1,133.1,121.7,1
42,1,9119,1,120.0,115.0,1
1,1,9238,1,127.0,125.3,2
18,1,9147,1,131.0,131.0,1
1,1,9773,1,127.0,126.3,2
17,1,171,1,132.0,127.1,1
17,3,9670,1,137.0,138.4,2
43,2,9147,1,126.0,100.0,1
1,1,9238,1,136.0,126.2,2
1,1,9238,1,124.0,118.8,2
39,1,9254,39,137.0,124.5,1
44,1,9119,39,140.0,140.0,3
17,1,9070,1,131.0,125.1,3
1,1,9147,1,130.0,118.8,3
18,5,9119,1,136.0,125.2,3
17,1,9147,1,133.1,95.0,1
1,3,9070,1,110.0,107.6,3
7,1,9130,3,140.0,140.0,1
43,2,9991,38,133.1,125.4,1
1,1,9500,1,141.0,128.0,1
17,3,9119,1,130.0,129.3,2
1,1,9238,1,160.0,152.0,2
1,1,9500,1,140.0,128.8,2
1,1,9147,1,150.0,152.8,1
44,1,9130,39,150.0,150.0,2
1,1,9238,1,133.1,112.0,2
1,1,9130,1,152.0,135.6,1
39,1,9119,19,133.1,134.4,1
39,1,9991,1,130.0,120.5,1
1,1,9070,1,148.0,141.4,1
17,1,9254,1,148.0,145.2,2
39,1,9238,1,130.0,140.0,1
43,1,9070,1,160.0,100.0,3
39,1,9991,1,130.0,140.0,1
39,1,9500,1,110.0,126.0,3
18,1,9238,1,122.0,112.6,2
39,1,9119,1,110.0,106.8,1
51,1,9119,1,129.0,121.6,3
39,1,9991,1,110.0,120.0,1
1,1,171,1,170.0,160.6,2
39,1,9070,12,110.0,130.0,1
43,5,8014,1,110.0,110.0,1
39,1,9003,1,133.1,110.0,1
39,1,9003,1,133.1,145.8,2
1,6,171,1,126.0,130.2,1
1,1,9670,1,137.0,122.3,2
17,4,9070,1,117.0,125.4,2
43,1,9991,1,100.0,130.0,1
39,1,9130,1,120.0,150.0,1
17,5,9119,1,126.0,116.9,1
17,1,9119,1,122.0,114.7,3
39,1,9003,1,111.0,95.8,1
17,4,9119,1,139.0,133.1,3
43,1,9003,1,150.0,150.0,2
17,2,9991,1,116.0,118.5,2
17,1,9500,1,130.0,131.1,2
53,1,9085,42,150.0,150.3,2
43,1,9670,1,132.0,120.5,3
18,1,9119,1,108.0,105.6,2
39,1,9670,1,133.1,125.3,1
39,1,9254,1,120.0,131.0,2
18,1,9500,1,146.0,127.0,2
44,1,9130,39,150.0,150.0,2
1,1,9130,1,160.0,149.2,2
17,1,9670,1,125.0,121.5,2
1,2,9085,1,125.0,137.3,1
17,4,9670,1,122.0,119.6,2
1,1,171,1,138.0,141.5,2
44,1,9003,39,150.0,150.0,1
39,1,9003,1,140.0,110.0,2
17,5,9254,1,113.0,110.2,1
39,1,9119,1,139.0,110.3,3
42,1,9773,1,133.1,120.0,1
1,5,9147,1,118.0,114.2,2
44,1,9119,39,140.0,140.0,3
1,1,9003,1,144.0,132.8,3
18,1,9773,1,125.0,121.5,2
1,1,171,1,131.0,127.2,3
17,1,9130,1,131.0,128.2,2
1,1,9773,1,140.0,133.4,3
39,1,9130,1,133.1,120.0,1
44,1,9003,1,140.0,140.0,3
1,5,171,1,139.0,136.9,2
17,3,171,1,125.0,117.0,3
1,2,9670,1,117.0,110.7,3
39,1,9130,1,150.0,160.0,3
1,1,9670,1,95.0,95.0,1
39,1,9147,1,150.0,148.8,2
39,1,9147,1,120.0,110.0,1
43,1,9991,1,136.0,133.9,1
1,1,9130,1,133.0,125.7,2
17,1,9254,1,125.0,116.6,2
1,3,9070,1,127.0,141.0,2
7,1,9119,40,130.0,130.0,1
53,1,9003,1,130.0,130.0,3
17,1,9119,1,127.0,115.8,3
44,1,9070,39,140.0,140.0,2
1,5,9773,1,125.0,126.1,3
1,1,171,1,135.0,137.5,2
17,4,9147,1,132.0,120.8,1
39,2,9238,1,110.0,136.5,1
39,1,9003,1,130.0,122.0,1
43,1,9003,1,130.0,130.0,1
1,1,9147,1,135.0,126.3,3
1,1,9254,1,133.1,98.0,1
17,3,9147,1,135.0,121.0,2
43,1,9773,1,128.0,124.2,3
39,1,9003,1,140.0,130.0,1
1,2,9773,1,135.0,136.1,3
17,2,9773,1,131.0,132.8,2
17,1,9500,1,131.0,126.3,2
39,1,8014,19,100.0,111.5,1
39,1,9991,1,140.0,118.2,2
1,1,9147,1,124.0,115.6,1
1,1,9500,1,130.0,117.8,2
1,1,9500,1,142.0,127.0,1
39,1,8014,1,150.0,140.0,2
39,1,171,12,110.0,106.0,2
39,1,9500,19,110.0,151.0,1
18,1,9991,1,112.0,106.4,1
39,1,9991,1,100.0,125.3,1
7,1,9119,3,130.0,130.0,1
39,1,8014,1,133.1,116.0,1
39,2,9991,1,150.0,120.0,3
39,2,8014,1,100.0,100.0,2
43,2,9147,1,130.0,118.5,2
43,2,9238,1,129.0,118.9,1
17,2,9070,1,127.0,119.3,1
43,1,9991,1,140.0,135.8,2
53,1,171,42,130.0,130.0,2
39,1,9003,1,133.1,129.8,3
39,1,9085,2,140.0,150.0,1
39,1,9991,19,133.1,111.9,1
39,1,9003,1,120.0,150.1,2
39,1,9003,1,133.1,130.0,1
39,2,9119,1,120.0,128.0,1
39,2,9147,38,133.1,102.5,1
39,2,9991,1,133.1,102.5,1
39,2,9670,1,100.0,110.0,2
39,1,9003,19,133.1,114.0,1
42,1,9119,1,120.0,128.2,1
1,1,9773,1,128.0,116.5,2
1,1,9991,1,172.0,149.3,2
1,3,9773,1,146.0,134.1,1
17,4,9119,1,135.0,126.6,3
43,1,9085,1,160.0,120.0,3
42,1,9119,1,150.0,133.5,2
39,1,9003,1,130.0,110.0,2
1,4,9119,1,111.0,107.5,1
7,1,9003,3,130.0,130.0,1
43,1,9670,6,170.0,111.6,1
18,3,9147,1,133.1,101.0,1
39,1,8014,1,100.0,108.3,3
43,1,9670,1,120.0,128.2,1
39,1,9003,3,110.0,150.0,2
1,1,9853,1,133.1,142.8,1
39,1,9500,1,120.0,100.0,3
7,1,9991,40,150.0,150.0,1
39,1,9254,19,133.1,156.5,2
39,1,9119,19,120.0,98.6,1
7,1,9991,3,130.0,130.0,1
1,1,171,1,130.0,118.1,3
39,1,9003,1,100.0,120.0,1
1,1,9085,1,142.0,127.7,2
15,1,171,1,130.0,130.0,3
18,1,9119,1,148.0,147.7,1
44,1,9003,39,170.0,170.0,2
39,1,9070,1,110.0,110.2,2
1,1,9147,1,166.0,146.4,3
17,2,9119,1,135.0,121.0,1
1,1,9147,1,133.0,129.9,2
39,1,9773,1,133.1,132.0,1
18,3,9254,1,121.0,125.9,1
1,1,171,1,159.0,165.7,1
17,5,9254,1,130.0,122.7,1
39,1,9991,1,121.0,141.4,1
39,1,9130,19,133.1,156.4,1
1,1,9119,1,146.0,148.5,3
44,1,9003,39,140.0,140.0,3
43,1,9070,1,125.0,131.7,1
39,2,9147,1,120.0,104.7,1
44,1,9130,39,150.0,150.0,3
39,1,9085,19,110.0,110.0,1
1,1,9670,1,120.0,129.1,1
39,1,9003,1,133.1,120.0,1
1,1,9773,1,133.1,127.0,2
39,1,8014,19,133.1,151.5,1
43,2,9500,1,130.0,126.8,2
1,1,9254,1,160.0,140.8,3
1,1,9500,1,128.0,125.6,2
1,2,9147,1,140.0,127.8,1
43,1,171,1,120.0,120.0,3
1,1,9070,1,140.0,131.3,2
39,1,9991,12,120.0,155.7,2
53,1,9003,42,130.0,128.5,2
39,1,9147,1,100.0,170.0,2
39,1,9003,1,133.1,100.0,1
39,1,9670,1,110.0,107.2,1
18,1,9147,1,147.0,139.3,1
17,6,9147,1,133.0,123.2,3
1,2,9254,1,137.0,122.3,2
17,2,9773,1,124.0,127.9,3
1,2,9147,1,128.0,120.3,3
51,1,8014,1,120.0,128.5,1
39,1,9003,1,133.1,150.0,2
1,1,9773,1,142.0,136.1,2
39,1,9773,19,100.0,128.0,2
1,1,171,1,149.0,158.1,2
1,2,8014,1,110.0,108.7,2
39,1,171,19,133.1,110.0,1
39,1,9238,19,133.1,120.0,1
44,1,9085,39,150.0,150.0,2
39,1,8014,12,133.1,113.0,2
51,1,33,1,121.0,118.6,2
39,1,9500,1,133.1,148.8,2
18,3,9853,1,122.0,120.3,1
1,6,9500,1,143.0,127.0,2
1,1,9556,1,123.0,113.8,2
39,1,8014,1,120.0,108.0,2
17,1,171,1,114.0,129.1,2
43,1,9070,1,114.0,135.9,2
10,2,9773,1,154.4,154.4,1
15,1,9500,1,190.0,190.0,3
17,4,9500,1,136.0,132.5,2
10,2,9085,1,163.3,163.3,2
1,1,9670,1,126.0,122.5,1
17,4,9119,1,122.0,121.0,3
17,1,9070,1,137.0,131.8,2
1,3,9500,1,139.0,135.0,2
17,1,9254,1,142.0,141.7,2
1,3,9773,1,133.1,131.3,2
1,6,9254,1,126.0,123.9,2
1,2,9254,1,131.0,126.1,2
17,6,9500,1,131.0,126.5,2
17,1,9853,1,108.0,107.3,1
17,4,9238,1,133.1,95.0,1
1,2,9085,1,122.0,116.1,2
1,4,9070,1,143.0,134.6,1
17,6,9500,1,135.0,128.0,2
17,2,9773,1,148.0,144.2,2
17,1,9147,1,134.0,129.5,2
17,1,9773,1,122.0,116.8,2
44,1,9003,39,160.0,160.0,2
16,2,9238,1,126.0,127.1,2
17,1,9130,1,138.0,126.3,3
1,1,9238,1,115.0,112.9,2
17,2,9853,1,141.0,130.2,3
43,1,9130,1,100.0,100.0,3
1,1,9670,1,130.0,121.6,2
15,1,9670,1,130.0,130.0,2
18,1,9130,1,135.0,121.7,2
7,1,9147,3,120.0,120.0,1
1,1,9853,1,148.0,143.5,1
17,2,9556,1,136.0,128.3,2
17,1,9070,1,108.0,111.9,1
44,1,9003,39,140.0,140.0,3
1,3,9773,1,153.0,137.6,2
1,1,9238,1,135.0,135.0,2
1,5,9500,1,146.0,133.8,2
1,2,9773,1,130.0,126.9,2
17,2,9254,1,113.0,106.7,1
43,1,8014,1,145.7,145.7,2
17,3,9070,1,145.0,153.1,3
1,1,8014,1,126.0,118.7,2
17,1,9991,1,160.0,161.8,1
18,4,9119,1,134.0,124.9,3
1,1,9119,1,163.0,150.8,3
15,1,9147,1,130.0,130.0,2
1,2,171,1,165.0,163.6,3
43,1,9147,1,142.0,115.0,3
1,1,9773,1,156.0,136.8,1
17,5,9853,1,141.0,130.9,2
1,3,9500,1,143.0,127.0,2
39,1,9500,19,133.1,120.0,1
1,1,9238,1,133.0,126.0,3
1,1,9254,1,172.0,153.8,2
15,1,9238,1,140.0,140.0,2
17,1,9500,1,142.0,136.6,2
39,1,8014,1,140.0,105.0,3
39,1,9147,12,133.1,139.4,3
1,2,9773,1,148.0,140.0,2
1,4,9500,1,137.0,130.8,2
1,1,9500,1,143.0,138.8,2
1,1,9238,1,133.1,110.0,2
1,4,9500,1,138.0,127.8,2
16,3,9773,1,138.0,134.2,2
39,1,8014,1,150.0,143.0,2
44,1,9085,39,120.0,120.0,1
1,4,9254,1,110.0,113.2,1
17,4,9500,1,146.0,135.8,2
1,1,9238,1,148.0,143.5,2
1,1,9238,1,145.0,148.9,2
39,1,9003,1,133.1,115.6,1
1,1,9147,1,160.0,159.3,2
39,1,9991,1,150.0,138.5,3
1,1,9853,1,130.0,133.2,2
17,2,8014,1,120.0,117.6,2
18,2,9147,1,115.0,108.7,3
1,4,9147,1,133.1,106.0,3
17,1,9853,1,120.0,122.6,1
1,4,9853,1,134.0,127.4,3
39,1,9003,1,133.1,100.0,1
1,1,9853,1,133.1,95.0,3
7,1,9147,3,130.0,130.0,2
39,1,9556,1,120.0,122.8,1
17,1,9147,1,115.0,115.0,3
17,1,9070,1,135.0,145.9,2
1,1,9070,1,133.1,143.0,1
43,1,171,1,145.0,100.0,1
17,3,9085,1,130.0,121.3,3
17,3,9853,1,118.0,121.2,3
17,3,9853,1,138.0,125.1,1
17,1,9254,1,122.0,112.9,3
1,3,9238,1,126.0,120.8,2
1,5,9085,1,121.0,114.0,1
17,1,9238,1,152.0,132.1,1
44,1,9085,39,160.0,160.0,2
10,1,9085,1,134.0,134.0,2
1,1,9773,1,128.0,124.2,1
17,4,9254,1,125.0,115.6,2
43,1,9991,1,130.0,128.2,1
17,2,9500,1,138.0,132.8,2
17,2,9773,1,121.0,123.1,2
1,1,9130,1,134.0,125.6,2
39,1,9991,1,130.0,115.0,1
1,4,9119,1,126.0,123.6,1
1,1,9130,1,148.0,141.7,1
17,1,9853,1,160.0,139.0,1
17,1,9254,1,118.0,118.0,2
17,2,9853,1,150.0,142.0,1
44,1,9238,1,140.0,143.4,2
42,1,9070,1,100.0,115.9,3
1,1,9070,1,110.0,105.1,2
51,1,8014,42,140.0,138.0,2
43,1,9991,1,133.1,114.7,1
1,4,9773,1,140.0,130.5,2
39,1,9991,1,110.0,134.3,1
1,1,9500,1,148.0,137.5,2
1,1,9500,1,137.0,125.3,3
1,1,9147,1,120.0,111.3,3
39,9,9991,1,120.0,144.8,3
39,1,9991,1,130.0,152.1,1
17,1,9254,1,132.0,126.1,1
43,1,9500,1,130.0,136.0,2
1,4,9500,1,128.0,124.3,2
1,1,9670,1,132.0,129.9,3
39,2,9556,1,133.1,136.1,1
1,2,9254,1,120.0,115.1,1
16,2,171,1,145.0,143.6,2
17,1,9147,1,127.0,115.8,2
1,2,171,1,135.0,149.0,2
39,1,9119,19,133.1,100.0,1
1,1,9773,1,125.0,133.4,2
17,5,9670,1,127.0,122.8,1
39,1,9991,1,133.1,151.2,1
39,1,9003,1,150.0,137.0,2
1,1,171,1,133.1,118.0,1
43,1,9070,1,150.0,126.4,3
44,1,9003,39,130.0,130.0,1
43,1,8014,12,133.1,112.5,1
1,1,9500,1,125.0,118.3,1
1,1,9500,1,127.0,121.4,3
7,1,9003,3,140.0,140.0,1
1,1,9670,1,110.0,109.0,2
39,2,9147,1,133.1,110.0,1
17,5,9500,1,124.0,119.8,2
39,1,9500,1,114.0,130.0,2
16,1,171,1,155.0,167.3,2
17,2,9853,1,114.0,111.9,3
1,1,171,1,133.1,136.0,1
1,1,9254,1,125.0,124.0,1
39,1,9991,1,120.0,132.9,1
39,1,9773,38,100.0,154.0,2
1,1,9500,1,133.1,115.0,1
39,1,9991,1,120.0,96.0,1
39,1,9991,1,120.0,168.2,2
39,1,9773,1,110.0,140.0,1
17,4,9070,1,144.0,137.4,2
39,1,9991,19,133.1,150.0,1
39,1,9500,19,133.1,100.5,3
39,1,8014,1,133.1,148.5,1
17,5,9119,1,138.0,123.3,3
39,1,9991,1,120.0,138.7,2
1,2,9254,1,120.0,117.2,1
39,1,9991,1,160.0,114.3,3
17,1,9670,1,134.0,125.3,2
1,1,9254,1,133.1,97.0,3
42,1,9556,1,110.0,140.0,1
43,1,9991,1,130.0,124.0,2
44,1,9003,39,140.0,140.0,3
39,1,9991,1,150.0,127.0,2
43,1,9500,19,100.0,110.0,2
39,1,9500,19,133.1,170.0,1
7,1,9991,3,120.0,120.0,1
17,1,9085,1,133.1,130.0,2
7,1,9003,3,130.0,130.0,1
1,2,9119,1,126.0,122.5,3
51,1,9147,1,130.0,115.7,3
42,1,9119,1,140.0,120.0,1
1,1,9119,1,140.0,166.0,3
17,1,9773,1,145.0,132.8,1
17,1,9147,1,133.1,100.0,1
1,1,9147,1,127.0,121.8,2
17,4,9147,1,114.0,109.5,2
1,1,9003,1,140.0,138.3,2
1,2,9773,1,140.0,131.6,2
39,1,9500,1,120.0,125.3,3
39,1,9254,19,133.1,101.5,1
17,1,9670,1,115.0,109.1,3
44,1,9070,39,123.9,123.9,1
1,1,9500,1,157.0,143.0,2
1,1,171,1,127.0,126.3,1
42,1,9003,1,120.0,113.3,1
17,1,9119,1,130.0,119.9,1
44,1,9003,39,140.0,140.0,1
17,1,9670,1,109.0,108.0,3
39,2,9147,1,143.0,100.0,1
1,1,9130,1,125.0,132.4,2
1,1,9147,1,136.0,137.1,1
5,3,9070,1,157.0,138.1,2
39,1,9556,1,160.0,130.0,3
17,1,9254,1,116.0,109.7,2
43,1,8014,1,113.0,128.2,1
1,2,9147,1,130.0,117.8,1
43,1,9130,1,150.0,150.0,2
39,1,9085,1,110.0,160.0,1
1,5,9500,1,101.0,104.5,2
39,2,9556,1,110.0,112.8,3
15,1,9670,1,133.1,100.0,2
1,1,9500,1,138.0,132.5,2
1,4,9085,1,138.0,123.3,2
1,2,9085,1,141.0,128.9,2
17,2,9147,1,129.0,128.3,3
43,1,9085,1,127.0,100.0,3
17,2,9147,1,133.0,120.1,1
39,1,9500,1,100.0,160.0,2
1,1,9130,1,138.0,123.0,3
44,1,9085,39,150.0,150.0,2
17,2,9500,1,129.0,124.0,2
39,1,9085,1,130.0,120.0,3
1,1,9130,1,133.0,120.4,2
1,1,9238,1,133.0,131.6,2
1,1,9238,1,107.0,104.2,2
1,1,9500,1,131.0,122.0,3
17,2,9238,1,118.0,110.7,3
1,4,9773,1,136.0,121.7,2
1,1,9500,1,125.0,126.0,2
17,4,9500,1,137.0,128.4,2
1,1,9130,1,144.0,134.9,1
17,2,9147,1,146.0,143.9,2
1,4,9085,1,145.0,145.0,2
1,2,9070,1,126.0,132.0,2
17,1,8014,1,141.0,136.1,2
1,1,9238,1,141.0,138.9,2
1,1,9238,1,133.1,102.0,2
39,1,9254,1,133.1,123.0,1
1,2,9853,1,127.0,137.5,2
1,1,9500,1,106.0,102.2,3
42,1,9003,1,130.0,105.3,1
39,1,9991,1,110.0,130.0,1
39,1,9991,1,150.0,122.5,1
39,1,9119,1,160.0,112.0,1
39,1,9670,12,170.0,110.0,2
39,1,8014,19,133.1,149.5,1
43,1,9991,1,120.0,141.0,2
7,1,9991,40,130.0,130.0,1
7,1,9238,40,130.0,130.0,2
39,2,9147,1,120.0,104.0,1
44,1,9085,39,110.0,110.0,1
44,1,9003,39,120.0,120.0,3
44,1,9003,39,130.0,130.0,3
39,1,9500,4,150.0,127.0,1
43,1,8014,1,120.0,100.0,3
39,1,8014,19,100.0,111.0,3
43,1,8014,3,133.1,130.0,2
39,1,9991,1,130.0,130.1,3
16,4,9500,1,145.0,127.5,2
7,1,9500,3,130.0,130.0,2
17,3,8014,1,115.0,115.0,1
17,1,9147,1,124.0,126.8,2
1,1,9500,1,124.0,116.7,1
17,6,9556,1,134.0,128.5,2
1,4,9500,1,137.0,127.5,2
1,1,9500,1,124.0,117.5,3
42,3,9500,1,136.0,148.8,2
1,4,9500,1,126.0,120.2,3
1,4,9500,1,142.0,127.3,2
17,2,171,1,141.0,136.1,3
43,2,9670,1,129.0,122.4,3
7,0,9003,3,130.0,130.0,2
1,2,9238,1,136.0,121.7,2
1,3,9500,1,137.0,122.7,2
1,1,9853,1,125.0,129.2,1
43,1,9773,1,119.0,105.0,3
1,1,9238,1,132.0,129.9,3
1,1,9070,1,152.0,136.3,2
1,1,8014,1,125.0,114.9,2
39,1,9773,9,133.1,102.0,1
1,3,9670,1,120.0,111.3,3
39,1,9670,1,148.0,130.9,1
39,1,171,1,133.1,100.0,1
17,1,9147,1,115.0,112.9,1
1,1,9085,1,120.0,112.7,2
39,1,8014,1,133.1,143.0,2
1,1,171,1,168.0,155.1,2
39,1,9991,1,130.0,127.6,3
39,1,9500,38,133.1,146.6,2
39,1,9500,1,137.0,141.0,1
1,2,9670,1,123.0,120.6,2
42,1,9500,1,150.0,110.0,2
42,1,9119,1,120.0,108.6,1
1,1,9254,1,145.0,134.9,2
44,1,9130,39,120.0,120.0,1
1,1,9773,1,142.0,141.3,2
1,3,9085,1,147.0,135.6,2
1,1,9238,1,125.0,121.5,2
1,4,9500,1,126.0,125.0,2
18,2,9773,1,132.0,119.1,2
1,1,9670,1,122.0,126.6,3
1,1,9773,1,123.0,116.7,2
1,3,9500,1,126.0,120.1,3
1,1,9853,1,128.0,124.9,2
39,1,9500,1,100.0,114.0,1
17,5,9500,1,140.0,131.1,2
1,1,9238,1,145.0,129.3,2
1,1,171,1,143.0,129.7,2
17,1,9238,1,132.0,120.8,2
1,1,9500,1,130.0,135.0,2
1,1,9147,1,129.0,117.8,3
7,1,8014,3,124.4,130.0,2
43,1,9773,1,127.0,117.6,3
18,6,9500,1,144.0,130.8,2
18,5,9085,1,121.0,111.9,1
44,1,9238,1,150.0,145.9,2
17,1,9670,1,115.0,109.1,3
1,5,9500,1,125.0,120.3,3
17,1,9130,1,117.0,113.5,1
1,2,9670,1,121.0,135.4,2
39,1,9991,1,140.0,130.2,2
1,2,9070,1,129.0,136.4,3
17,1,171,1,130.0,126.9,1
17,5,9147,1,131.0,119.8,2
17,3,9147,1,137.0,124.4,3
39,1,9003,1,150.0,120.0,3
1,2,9670,1,117.0,111.8,3
39,1,9085,1,133.1,130.0,2
43,1,9147,1,130.0,138.0,2
39,1,9991,1,110.0,114.6,1
39,2,9147,1,140.0,108.0,3
39,1,9991,1,140.0,140.0,1
1,2,9085,1,148.0,134.7,2
39,1,9085,1,130.0,110.0,3
39,1,9003,1,140.0,104.8,2
39,1,9070,1,160.0,126.5,2
1,1,9991,1,130.0,118.1,1
39,1,9991,1,120.0,119.9,3
44,1,9003,39,160.0,160.0,2
39,2,9556,12,133.1,100.5,1
39,1,9773,19,133.1,110.0,1
42,1,9147,1,100.0,100.0,1
44,1,9085,39,140.0,140.0,2
18,2,9773,1,109.0,109.0,1
1,3,9773,1,130.0,120.9,2
53,1,9003,42,130.0,125.8,2
18,3,9070,1,164.0,161.2,2
1,1,9500,1,125.0,122.0,1
17,1,9500,1,137.0,127.9,1
1,1,9773,1,133.0,135.8,2
1,1,171,1,163.0,149.7,1
1,2,9670,1,160.0,137.3,2
43,1,8014,12,133.1,106.0,3
43,1,9238,1,120.0,110.0,2
1,1,9085,1,140.0,146.4,2
39,1,8014,1,140.0,121.0,2
43,1,9853,1,140.0,125.2,2
17,2,9773,1,115.0,119.6,1
39,1,9147,1,140.0,142.8,2
39,1,8014,19,133.1,123.5,1
39,1,9003,19,133.1,100.0,2
39,1,9147,1,110.0,140.0,3
39,1,9991,19,133.1,150.3,2
1,1,171,3,116.0,128.2,2
39,1,9500,1,110.0,114.3,1
43,1,9991,1,140.0,117.3,3
42,1,9254,2,120.0,120.0,2
39,1,9991,12,133.1,110.7,1
51,1,9147,1,160.0,118.0,3
39,1,9556,1,133.1,169.2,1
39,1,8014,1,120.0,106.8,3
42,1,9853,1,133.1,100.0,1
39,1,8014,1,133.1,144.5,1
39,1,8014,19,133.1,134.5,2
43,1,9238,1,122.0,114.3,3
39,1,9991,1,133.1,113.4,1
39,1,8014,1,140.0,128.0,2
7,1,9003,3,120.0,120.0,2
39,1,8014,2,130.0,147.5,2
39,1,9991,1,120.0,120.7,2
1,1,9853,1,153.0,153.7,2
17,1,9238,1,131.0,121.9,2
17,4,9670,1,126.0,119.4,2
39,1,8014,12,110.0,157.8,2
39,1,9991,1,150.0,154.0,1
1,2,9670,1,131.0,135.9,2
43,1,8014,1,130.0,130.0,1
17,4,9853,1,122.0,118.9,2
1,1,8014,1,151.0,152.4,2
39,1,9991,1,120.0,147.8,3
43,1,9500,1,136.0,100.0,2
18,6,9500,1,140.0,129.0,2
17,2,171,1,131.0,148.9,2
43,1,9991,2,120.0,120.0,3
7,1,8014,3,170.0,170.0,1
39,1,9556,1,100.0,130.0,2
17,1,9238,1,116.0,119.2,2
39,1,8014,1,133.1,129.0,1
17,1,9773,1,136.0,132.5,2
39,2,8014,1,160.0,115.0,2
1,4,9500,1,140.0,128.0,2
43,1,9085,1,130.0,125.1,2
44,1,9003,1,140.0,140.0,1
17,2,9773,1,123.0,120.9,1
1,6,9500,1,143.0,135.3,2
43,4,9085,1,133.1,125.2,1
1,2,9238,1,136.0,135.7,2
39,2,9147,1,133.1,110.0,1
39,1,8014,1,133.1,119.0,3
7,1,8014,3,110.0,110.0,2
1,1,9500,1,118.0,115.2,2
43,1,9991,2,110.0,112.9,1
39,1,9003,19,133.1,119.4,1
1,1,171,1,162.0,152.9,2
39,1,8014,1,155.0,117.5,3
39,1,9238,19,133.1,98.5,1
39,1,9670,1,150.0,108.0,1
39,1,9500,1,133.1,120.0,2
1,1,9773,1,154.0,150.2,2
44,1,8014,39,140.0,139.2,2
1,1,9147,1,158.0,130.0,2
1,1,171,1,122.0,115.7,1
1,3,9500,1,136.0,127.0,3
39,1,9991,9,133.1,118.1,1
1,1,9130,1,132.0,119.1,1
39,1,9991,1,130.0,111.9,1
1,6,9500,1,144.0,130.5,2
39,1,8014,12,133.1,135.0,1
43,1,9773,1,133.1,130.0,1
44,1,9085,1,150.0,150.0,1
43,5,9853,1,150.0,150.2,1
39,1,9991,1,110.0,127.1,3
39,1,8014,1,100.0,107.5,1
39,1,8014,3,100.0,130.0,2
39,2,9556,1,133.1,152.8,3
1,1,171,1,145.0,160.1,2
